0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.015245939,0.022935087,0.019547561,0.010296129,0.021215973,0.0030275416,0.009638801,0.020018745,0.00874734,0.01629729,0.015474009,0.011469646,0.0115405405,0.022756062,0.01703696,0.012066004,0.022719737,0.014190171,0.013203536,0.006424556,0.0105456505,0.016666781,0.0023446418,0.0119460905,0.011412777,0.015671538,0.008786387,0.016894706,0.011271916,0.017013323,0.013980589,0.006942237,0.013132056,0.011168995,0.003747671,0.013450759,0.002146828,0.018488921,0.0120941615,0.0061488994
0.01934566,0.0018052967,0.01854334,0.012765021,0.01989015,0.019376015,0.006815095,0.017790707,0.0059423093,0.00048503798,0.009032925,0.010014209,0.0032866925,0.012616938,0.015716191,0.0021143886,0.01859328,0.019692998,0.0010289967,0.008392116,0.007383492,0.019402038,0.0117995655,0.0006472413,0.007015956,0.013981231,0.020275239,0.0066080224,0.002532275,0.0098314965,0.017502563,0.0040289387,0.009940251,0.020589948,0.0085728355,0.00086178776,0.017356921,0.008419406,0.006322833,0.004877293
0.0065093134,0.0006950351,0.015094721,0.012559914,0.019394737,0.023050388,0.019377999,0.022965847,0.016281648,0.009416244,0.0011552743,0.017398784,0.008202513,0.0009832219,0.015322781,0.012386855,0.01655841,0.0052750497,0.018498622,0.008191523,0.0144633455,0.020148614,0.010108834,0.0066654603,0.018741356,0.013328106,0.0114930505,0.018354941,0.020694297,0.015560263,0.00011352474,0.013639374,0.010800746,0.025232231,0.013541251,0.0054046437,0.01247174,0.014395699,0.008867569,0.021714877
0.016278481,0.0005100935,0.012254547,0.0067008073,0.009532055,0.01915645,2.9909319e-05,0.01721161,0.012577896,0.020088451,0.0028300718,0.009026835,0.022622941,0.0043375283,0.020837983,0.005591932,0.019788746,0.008844244,0.020311056,0.00211694,0.009917763,0.020002373,0.0047510345,0.0031395736,0.005444455,0.0113312965,0.003882675,0.0046106693,0.0061410824,0.005975549,0.00041105796,0.015089298,0.019143352,0.018779553,0.0032813547,0.019144185,0.01670017,0.0014970822,0.011678279,0.012397392
0.014416719,0.011213922,0.015018895,0.005330312,0.012958965,0.009982544,0.012165937,0.007364355,0.007607617,7.475762e-05,0.009847944,0.004906141,0.010343694,0.012848324,0.009434216,0.011306697,0.014230743,0.014691769,0.0075530885,0.00087248906,0.004995653,0.0060549495,0.010545153,0.002568182,0.014449612,0.0056093014,0.0044948827,0.0032586183,0.004014551,0.012896349,0.004964791,0.00096134655,0.008245154,0.00014086512,0.0043481984,0.0069785723,0.003951218,0.009352192,0.014217389,0.00465493
0.0057990095,0.00024270896,0.005588036,0.009823466,0.009557282,0.0012165215,0.009214749,0.0050983955,0.0005071409,0.009312101,0.011226628,0.007307936,0.0021572944,0.011069064,0.0061680307,0.0030493813,0.009973504,0.0030337712,0.008436682,0.003501157,0.0018920448,0.0033796176,0.0023636392,0.0040905382,0.00849993,0.0009925386,0.009198921,0.010942588,0.0044470737,0.0021839966,0.007294759,0.008648758,0.002264833,0.0019633686,0.004119118,0.007952389,0.0022097046,0.0014830484,0.003549608,0.0012793432
5.6407596e-05,0.015331264,0.021219116,0.0245569,0.011982701,0.00013887575,0.0035817982,0.018389832,0.0007729395,0.0034142477,0.020302936,0.02183654,0.015839525,0.009450057,0.0078198295,0.0037486977,0.022710983,0.0084474245,0.017905496,0.009878421,0.018097244,0.017594596,0.020563267,0.010283068,0.015944114,0.022975761,0.02390343,0.007824661,0.01894699,2.1273041e-05,0.017996078,0.010241167,0.021264037,0.011953317,0.0133546945,0.007904697,0.017677547,0.00016993725,0.015087456,0.014528184
0.015642121,0.007353875,0.01880163,0.022172524,0.019712986,0.018170806,0.00043918227,0.02402667,0.011565337,0.0014207184,0.01485141,0.0119149,0.01923918,0.015934143,0.0073850118,0.012788706,0.008877134,0.019518947,0.0076860646,0.018713292,0.013597013,0.011834023,0.012636909,0.014945567,0.004364368,0.017588276,0.012973205,0.0046756477,0.002749994,0.0035234794,0.014642758,0.01045847,0.009181689,0.007838782,0.011939365,0.023096638,0.01958559,0.0123646,0.020052774,0.019884262
0.011786114,0.0014385367,0.0098245675,0.0033952107,0.009135842,0.0019798353,0.005363697,0.00084223755,0.008063836,0.013828574,0.014171607,0.011539348,0.002121521,0.015278562,0.009214317,0.002318237,0.0075074043,0.010317857,0.011022771,0.0049958886,0.012824768,0.006461654,0.00071997533,0.013751913,0.011517068,0.013465865,0.014027635,0.015455676,0.0118285855,0.012163414,0.013113464,0.003761792,0.0031426202,0.0015155626,0.0044708224,0.009612137,0.010712778,0.00024050512,0.0045013977,0.0008035708
0.01948515,0.0051088016,0.008088146,0.020247681,0.010238554,0.0047565987,0.012236239,0.011773394,0.01697283,0.0062037967,0.0106884,0.021780636,0.008826743,0.00509457,0.014571752,0.011018941,0.0003609627,0.01157799,0.0065734945,0.022166641,0.018792266,0.003390412,0.003048035,0.009792376,0.0017062946,0.01234313,0.01929274,0.0058222595,0.014747235,0.02155312,0.008058392,0.012349722,0.01863144,0.009291542,0.0029845715,0.0029361686,0.011834309,0.0054656602,0.0025143465,0.011759461
