user_id,items_id,score
A100WO06OQR8BQ,B0088CJT4U,4
A100WO06OQR8BQ,B004CLYEH8,1
A100WO06OQR8BQ,B003ES5ZUU,5
A100WO06OQR8BQ,B002SZEOLG,5
A100WO06OQR8BQ,B000VX6XL6,5
A100WO06OQR8BQ,B0042FZ50O,2
A100WO06OQR8BQ,B00EXK14S0,3
A100WO06OQR8BQ,B00006RVPW,5
A100WO06OQR8BQ,B001342KM8,5
A100WO06OQR8BQ,B00DR0C96S,3
A100WO06OQR8BQ,B0009YJXMS,4
A10ZBR6O8S8OCY,B00834SJSK,5
A10ZBR6O8S8OCY,B00AQRUW4Q,5
A10ZBR6O8S8OCY,B00829TIA4,5
A10ZBR6O8S8OCY,B0063705PE,5
A10ZBR6O8S8OCY,B002TLTE6Y,5
A10ZBR6O8S8OCY,B006EKIQYM,5
A11I1I9QLMAM1A,B003ES5ZUU,5
A11I1I9QLMAM1A,B00A7PPLP2,5
A11I1I9QLMAM1A,B0034CL2ZI,4
A11I1I9QLMAM1A,B0074BW614,4
A11I1I9QLMAM1A,B00CD8ADKO,5
A11I1I9QLMAM1A,B00AYTW80M,5
A11I1I9QLMAM1A,B006I5MKZY,5
A11I1I9QLMAM1A,B008ULPCB8,4
A11I1I9QLMAM1A,B002TLTE6Y,5
A11I1I9QLMAM1A,B00BOHNYU6,5
A11I1I9QLMAM1A,B00D5Q75RC,5
A11I1I9QLMAM1A,B00DQZOIOU,5
A11I1I9QLMAM1A,B005FYNSPK,4
A11I1I9QLMAM1A,B001CIREXA,5
A11I1I9QLMAM1A,B009M27MB2,5
A11I1I9QLMAM1A,B00JY4QCJQ,4
A11I1I9QLMAM1A,B00FQQ4PNQ,2
A11OTLEDSW8ZXD,B004Q3R9AQ,4
A11OTLEDSW8ZXD,B00D6XW62I,5
A11OTLEDSW8ZXD,B008R7EVE4,5
A11OTLEDSW8ZXD,B002VPE1YS,5
A11OTLEDSW8ZXD,B001DJ9GOS,2
A11OTLEDSW8ZXD,B00GBATPFO,5
A12DQZKRKTNF5E,B00829THK0,4
A12DQZKRKTNF5E,B003XE3X8Q,4
A12DQZKRKTNF5E,B002WE6D44,5
A12DQZKRKTNF5E,B0002L5R78,5
A12DQZKRKTNF5E,B00D4MFPLA,4
A12DQZKRKTNF5E,B009YQ8BTI,4
A12DQZKRKTNF5E,B009SYZ8OC,5
A12DQZKRKTNF5E,B00DR8LA60,4
A12DQZKRKTNF5E,B00BGGDVOO,5
A12DQZKRKTNF5E,B003VAGXWK,4
A12DQZKRKTNF5E,B00AVWKUXE,4
A12DQZKRKTNF5E,B005QBK5V2,4
A12DQZKRKTNF5E,B001PIBE8I,5
A12DQZKRKTNF5E,B00429N18S,5
A12DQZKRKTNF5E,B00BP5KOPA,5
A132ETQPMHQ585,B006GWO5WK,1
A132ETQPMHQ585,B00825BZUY,3
A13MKSASQ6YWL7,B00829THEG,3
A13MKSASQ6YWL7,B0088PPFP4,4
A13MKSASQ6YWL7,B009F7IBZK,5
A13WOT3RSXKRD5,B004CLYEH8,5
A13WOT3RSXKRD5,B00829TIEK,5
A13WOT3RSXKRD5,B0041Q38NU,5
A13WOT3RSXKRD5,B002WE6D44,5
A13WOT3RSXKRD5,B006RG0QC8,4
A13WOT3RSXKRD5,B0009YJXMS,5
A14DNCG5WHM86Z,B002SQK2F2,2
A14DNCG5WHM86Z,B009G5T9LG,2
