user_id,items_id,score
A100WO06OQR8BQ,B0088CJT4U,4
A100WO06OQR8BQ,B003ES5ZUU,5
A100WO06OQR8BQ,B002SZEOLG,5
A100WO06OQR8BQ,B004CLYE8C,5
A100WO06OQR8BQ,B0002L5R78,1
A100WO06OQR8BQ,B008H9BXMK,3
A100WO06OQR8BQ,B009WZRCO6,4
A100WO06OQR8BQ,B00E5UHRIO,4
A100WO06OQR8BQ,B00A3YDT5Q,2
A100WO06OQR8BQ,B005OOKNP4,5
A100WO06OQR8BQ,B007KZQM9G,5
A100WO06OQR8BQ,B00K91DB7Y,1
A100WO06OQR8BQ,B001342KM8,5
A100WO06OQR8BQ,B005CLMJLU,5
A100WO06OQR8BQ,B0002LEMWE,4
A10ZBR6O8S8OCY,B00AQRUW4Q,5
A10ZBR6O8S8OCY,B002SZEOLG,5
A10ZBR6O8S8OCY,B0063705PE,5
A10ZBR6O8S8OCY,B005EM6IAA,5
A10ZBR6O8S8OCY,B002TLTE6Y,5
A10ZBR6O8S8OCY,B004TKTOWC,5
A10ZBR6O8S8OCY,B001CHHVCU,4
A10ZBR6O8S8OCY,B002TLTE6O,5
A10ZBR6O8S8OCY,B000OTF6G0,5
A11I1I9QLMAM1A,B009NHWVIA,5
A11I1I9QLMAM1A,B0097CZHAU,4
A11I1I9QLMAM1A,B00834SJSK,5
A11I1I9QLMAM1A,B003ES5ZUU,5
A11I1I9QLMAM1A,B0097CXWUW,4
A11I1I9QLMAM1A,B00A7PPLP2,5
A11I1I9QLMAM1A,B008X9Z3UC,4
A11I1I9QLMAM1A,B0034CL2ZI,4
A11I1I9QLMAM1A,B00G4FCKB2,5
A11I1I9QLMAM1A,B00CD8ADKO,5
A11I1I9QLMAM1A,B007WTAJTO,5
A11I1I9QLMAM1A,B003RRYAXQ,5
A11I1I9QLMAM1A,B002TLTE6Y,5
A11I1I9QLMAM1A,B00DQZPCTA,5
A11I1I9QLMAM1A,B00A3YDT5Q,4
A11I1I9QLMAM1A,B00JP12170,3
A11I1I9QLMAM1A,B002HWRJBM,5
A11I1I9QLMAM1A,B001DJ9GOS,5
A11I1I9QLMAM1A,B00CD1FB26,4
A11I1I9QLMAM1A,B005FYNSPK,4
A11I1I9QLMAM1A,B005KFONIU,5
A11I1I9QLMAM1A,B0090Z3QG6,5
A11I1I9QLMAM1A,B00DQKQ7U8,5
A11I1I9QLMAM1A,B00BPHH8MA,4
A11OTLEDSW8ZXD,B004CLYEH8,5
A11OTLEDSW8ZXD,B009NHWVIA,5
A11OTLEDSW8ZXD,B0097CZHAU,5
A11OTLEDSW8ZXD,B0063705PE,5
A11OTLEDSW8ZXD,B002WE4HE2,5
A11OTLEDSW8ZXD,B008D1JRIO,5
A11OTLEDSW8ZXD,B00CDS9HTM,4
A11OTLEDSW8ZXD,B00BW6KCTU,5
A11OTLEDSW8ZXD,B00GBATPFO,5
A12DQZKRKTNF5E,B00CJRZ31S,4
A12DQZKRKTNF5E,B00DTZYHX4,5
A12DQZKRKTNF5E,B00D4MFPLA,4
A12DQZKRKTNF5E,B001E1Y5O6,4
A12DQZKRKTNF5E,B0071BTJPI,4
A12DQZKRKTNF5E,B009SYZ8OC,5
A12DQZKRKTNF5E,B0088PPFP4,4
A12DQZKRKTNF5E,B00HG1L334,5
A12DQZKRKTNF5E,B004TKTOWC,5
A12DQZKRKTNF5E,B008R7EVE4,5
A12DQZKRKTNF5E,B00AYQ433U,4
A12DQZKRKTNF5E,B00DR0PDNE,4
A12DQZKRKTNF5E,B003VAGXWK,4
A12DQZKRKTNF5E,B00F0DD0I6,2
A12DQZKRKTNF5E,B004N6259G,5
A12DQZKRKTNF5E,B001FWYXD2,4
A12DQZKRKTNF5E,B001PIBE8I,5
A12DQZKRKTNF5E,B003LR7ME6,5
A12DQZKRKTNF5E,B00931DHKM,4
A12DQZKRKTNF5E,B00BP5KOPA,5
A12DQZKRKTNF5E,B009YT6PPC,4
A132ETQPMHQ585,B000LRMS66,5
A132ETQPMHQ585,B0015EWMX8,5
A13MKSASQ6YWL7,B00829THEG,3
A13MKSASQ6YWL7,B00829TIA4,4
A13MKSASQ6YWL7,B0088PPFP4,4
A13MKSASQ6YWL7,B0035JJJQY,4
A13WOT3RSXKRD5,B004CLYEFK,5
A13WOT3RSXKRD5,B00829TIEK,5
A13WOT3RSXKRD5,B0041Q38NU,5
A13WOT3RSXKRD5,B00BEHQKPC,4
A13WOT3RSXKRD5,B009HQCAPQ,5
A13WOT3RSXKRD5,B008EQYRRY,5
A13WOT3RSXKRD5,B00J4O1YBW,2
A13WOT3RSXKRD5,B007PRHNHO,5
A14DNCG5WHM86Z,B0097CZHAU,4
A14DNCG5WHM86Z,B00GDL2PPI,2
A14DNCG5WHM86Z,B0023B14TK,4
A15T9G38F589KM,B004CLYEDC,3
A15T9G38F589KM,B00F6E8OUS,5
A15T9G38F589KM,B002JCSCYS,4
A15T9G38F589KM,B000Z80ICM,5
A15T9G38F589KM,B006EKIQYM,5
A15T9G38F589KM,B005X9XVNQ,4
A15T9G38F589KM,B002C1BHIO,3
A15T9G38F589KM,B000M2TAN4,5
A15T9G38F589KM,B0018O9JIG,4
A15T9G38F589KM,B00A0JUNWQ,4
A15T9G38F589KM,B00A0JUNYY,5
A15T9G38F589KM,B000RQSGYO,2
A16YU3GRGCD95S,B008DWCRQW,5
A16YU3GRGCD95S,B009NHWVIA,5
A16YU3GRGCD95S,B008X9Z528,3
A16YU3GRGCD95S,B006WVR9GY,4
A16YU3GRGCD95S,B00DQZO0R0,5
A16YU3GRGCD95S,B00IVFDZBC,5
A17V9XL4CWTQ6G,B0082E9K7U,5
A17V9XL4CWTQ6G,B003XE3X8Q,5
A17V9XL4CWTQ6G,B00BE68UZ6,3
A17V9XL4CWTQ6G,B00EOI2TD0,5
A17V9XL4CWTQ6G,B0081FLFQE,5
A17V9XL4CWTQ6G,B0023B14TK,5
A17V9XL4CWTQ6G,B005EJH6Z4,5
A18ECVX2RJ7HUE,B004CLYJ1Y,4
A18ECVX2RJ7HUE,B003VWY0VY,5
A18GJ9MYYO6GCQ,B004CLYEFK,5
A18GJ9MYYO6GCQ,B003RRYAXQ,5
A18GJ9MYYO6GCQ,B001XURP7W,4
A18GJ9MYYO6GCQ,B00BXF5GKK,5
A18GJ9MYYO6GCQ,B006ZT4VA0,5
A18GJ9MYYO6GCQ,B005HY4U5A,2
A18GJ9MYYO6GCQ,B0046TJG1U,5
A19UTUEBWKIZFT,B0088CJT4U,5
A19UTUEBWKIZFT,B004CLYEH8,5
A19UTUEBWKIZFT,B008X9ZBVI,5
A19UTUEBWKIZFT,B00G4UQ6U8,5
A19UTUEBWKIZFT,B00A7PPLP2,5
A19UTUEBWKIZFT,B008X9Z9ZQ,5
A19UTUEBWKIZFT,B00JF0D7RE,5
A19UTUEBWKIZFT,B008ULPA2O,5
A19UTUEBWKIZFT,B008X9Z44M,5
A19UTUEBWKIZFT,B009YQ8BTI,5
A19UTUEBWKIZFT,B009QV72VY,5
A19UTUEBWKIZFT,B00DR8LA60,5
A19UTUEBWKIZFT,B00E98O7GC,5
A19UTUEBWKIZFT,B00452V66G,5
A19UTUEBWKIZFT,B00CF7E0R0,5
A19UTUEBWKIZFT,B004XC6GJ0,5
A19XMHRB3G4DIR,B008DWCRQW,3
A19XMHRB3G4DIR,B008X9Z9ZQ,4
A19XMHRB3G4DIR,B004QK7HI8,5
A19XMHRB3G4DIR,B002JCSCYS,5
A19XMHRB3G4DIR,B00JP12170,3
A19XMHRB3G4DIR,B004MF11MU,5
A19XMHRB3G4DIR,B00AVWKUXE,5
A19XMHRB3G4DIR,B0076MBOC8,5
A19XMHRB3G4DIR,B000JV9LUK,5
A19XMHRB3G4DIR,B001B8EOMU,5
A19XMHRB3G4DIR,B005KP473Q,5
A1B6O7SAIYG2N0,B00829TIEK,4
A1B6O7SAIYG2N0,B004GUT1QO,4
A1B6O7SAIYG2N0,B00CXADBRY,4
A1B6O7SAIYG2N0,B00GDL2PPI,4
A1B6O7SAIYG2N0,B009PK9S90,4
A1B6O7SAIYG2N0,B00G2TK76A,5
A1B6O7SAIYG2N0,B00BD99JSQ,3
A1B6O7SAIYG2N0,B0012S4APK,5
A1E1LEVQ9VQNK,B0082E9K7U,5
A1E1LEVQ9VQNK,B009NHWVIA,4
A1E1LEVQ9VQNK,B00G4UQ6U8,5
A1E1LEVQ9VQNK,B008X9Z528,5
A1E1LEVQ9VQNK,B008X9Z8NE,5
A1E1LEVQ9VQNK,B008X9Z9ZQ,5
A1E1LEVQ9VQNK,B00DQZOD8Q,4
A1E1LEVQ9VQNK,B0041Q38NU,5
A1E1LEVQ9VQNK,B003M0NURK,5
A1E1LEVQ9VQNK,B0074BW614,5
A1E1LEVQ9VQNK,B00BWL33H8,4
A1E1LEVQ9VQNK,B000KO0GY6,5
A1E1LEVQ9VQNK,B000HDJT4S,5
A1E1LEVQ9VQNK,B005EJH6RW,5
A1E1LEVQ9VQNK,B00IORDBPC,4
A1E1LEVQ9VQNK,B005QBK5V2,5
A1E1LEVQ9VQNK,B005O9YMM4,5
A1EARN5PUVIF1S,B003VAK1I2,5
A1EVV74UQYVKRY,B005QCDY50,4
A1EVV74UQYVKRY,B004CLYEE6,4
A1EVV74UQYVKRY,B00FSA8VQ2,5
A1EVV74UQYVKRY,B00AYTW80M,3
A1EVV74UQYVKRY,B007W7PK04,4
A1EVV74UQYVKRY,B00IL7B2YM,5
A1EVV74UQYVKRY,B00BUACE8K,4
A1EVV74UQYVKRY,B00CHH0JF0,5
A1EVV74UQYVKRY,B00HG1L334,5
A1EVV74UQYVKRY,B000S5Q9CA,5
A1EVV74UQYVKRY,B001F7AHOG,5
A1EVV74UQYVKRY,B004AK154Q,5
A1EVV74UQYVKRY,B00310PJM0,5
A1EVV74UQYVKRY,B00ALN54KM,4
A1EVV74UQYVKRY,B007X3VC7W,5
A1EVV74UQYVKRY,B001TH7GUA,5
A1F7YU6O5RU432,B00G4V0QSK,5
A1F7YU6O5RU432,B003XE3X8Q,5
A1F7YU6O5RU432,B008MF3X9K,5
A1F7YU6O5RU432,B008ULPA2O,5
A1F7YU6O5RU432,B008X9Z44M,5
A1F7YU6O5RU432,B006I5MKZY,5
A1F7YU6O5RU432,B007ZZ6OW6,5
A1F7YU6O5RU432,B005IMFX2K,5
A1F7YU6O5RU432,B00IX2VGFA,5
A1F7YU6O5RU432,B002FYL7PG,5
A1F7YU6O5RU432,B00746W3HG,5
A1F7YU6O5RU432,B00BERGFV6,5
A1F7YU6O5RU432,B000B9RI14,5
A1F7YU6O5RU432,B0015AARJI,4
A1F7YU6O5RU432,B0013G8PTS,5
A1F7YU6O5RU432,B0014KOB6Y,5
A1F7YU6O5RU432,B003VAK16O,5
A1F9Z42CFF9IAY,B000JMJWV2,4
A1F9Z42CFF9IAY,B004J4VYEY,3
A1F9Z42CFF9IAY,B005DOK8NW,1
A1F9Z42CFF9IAY,B0007MXZB2,5
A1F9Z42CFF9IAY,B005CT56F8,2
A1F9Z42CFF9IAY,B002HWRJBM,4
A1F9Z42CFF9IAY,B000M17AVO,5
A1F9Z42CFF9IAY,B004HKJTT2,2
A1F9Z42CFF9IAY,B00GBATPFO,5
A1F9Z42CFF9IAY,B00006B7DA,5
A1F9Z42CFF9IAY,B0011Z44UA,3
A1GYEGLX3P2Y7P,B004CLYEE6,3
A1GYEGLX3P2Y7P,B004CLYEDC,5
A1GYEGLX3P2Y7P,B00834SJNA,4
A1GYEGLX3P2Y7P,B000VX6XL6,5
A1GYEGLX3P2Y7P,B00BWL33H8,4
A1GYEGLX3P2Y7P,B00G4FCHH4,4
A1GYEGLX3P2Y7P,B002K9IHGI,5
A1GYEGLX3P2Y7P,B007ZZ6OW6,4
