user_id,items_id,score
A100WO06OQR8BQ,B002SZEOLG,5
A100WO06OQR8BQ,B004CLYE8C,5
A100WO06OQR8BQ,B000VX6XL6,5
A100WO06OQR8BQ,B008H9BXMK,3
A100WO06OQR8BQ,B000HPV3RW,5
A100WO06OQR8BQ,B00HSQAIQU,1
A100WO06OQR8BQ,B00A3YDT5Q,2
A100WO06OQR8BQ,B0002CPBWI,5
A100WO06OQR8BQ,B002VPE1X4,5
A100WO06OQR8BQ,B002IC0YLS,1
A100WO06OQR8BQ,B005HTIWF4,3
A100WO06OQR8BQ,B007KZQM9G,5
A100WO06OQR8BQ,B0092U3TKC,3
A100WO06OQR8BQ,B00K91DB7Y,1
A100WO06OQR8BQ,B00006RVPW,5
A100WO06OQR8BQ,B00DR0C96S,3
A100WO06OQR8BQ,B0002LEMWE,4
A10ZBR6O8S8OCY,B004CLYEH8,5
A10ZBR6O8S8OCY,B00829TIA4,5
A10ZBR6O8S8OCY,B001E1Y5O6,5
A10ZBR6O8S8OCY,B0063705PE,5
A10ZBR6O8S8OCY,B005EM6IAA,5
A10ZBR6O8S8OCY,B002TLTE6Y,5
A10ZBR6O8S8OCY,B001CHHVCU,4
A10ZBR6O8S8OCY,B002TLTE6O,5
A10ZBR6O8S8OCY,B005PUZOYM,5
A10ZBR6O8S8OCY,B003YKG2XM,5
A11I1I9QLMAM1A,B008DWCRQW,4
A11I1I9QLMAM1A,B009NHWVIA,5
A11I1I9QLMAM1A,B0097CXWUW,4
A11I1I9QLMAM1A,B008ULPAT2,5
A11I1I9QLMAM1A,B0074BW614,4
A11I1I9QLMAM1A,B00CD8ADKO,5
A11I1I9QLMAM1A,B0057UUB1G,5
A11I1I9QLMAM1A,B006I5MKZY,5
A11I1I9QLMAM1A,B003RRYAXQ,5
A11I1I9QLMAM1A,B00FLZ2F5W,4
A11I1I9QLMAM1A,B002TLTE6Y,5
A11I1I9QLMAM1A,B009T0NFTA,3
A11I1I9QLMAM1A,B00A3YDT5Q,4
