user_id,items_id,score
0,3,3.0
0,12,4.0
0,20,4.0
0,34,4.0
0,47,4.0
0,50,4.0
0,54,3.5
0,60,3.0
0,98,4.0
0,109,4.0
0,140,3.0
0,167,4.0
0,195,4.0
0,274,4.0
0,288,3.0
0,323,3.0
0,329,4.0
0,349,2.0
0,375,3.5
0,380,2.0
0,463,4.0
0,496,2.0
0,507,4.0
0,551,3.0
0,555,4.0
0,583,4.0
0,589,3.5
0,603,3.0
0,628,4.0
0,647,4.0
0,665,3.5
0,670,3.5
0,706,4.0
0,710,3.0
0,717,3.0
0,730,4.0
0,769,4.0
0,779,3.0
0,789,3.0
0,807,3.0
0,836,4.0
0,921,5.0
0,930,3.0
0,944,4.0
0,966,4.0
0,989,4.0
0,993,3.5
0,1005,5.0
0,1049,4.0
0,1070,4.0
0,1091,4.0
0,1099,3.0
0,1142,4.0
0,1169,4.5
0,1173,3.0
0,1189,3.5
0,1248,4.0
0,1268,4.0
0,1296,3.0
0,1314,4.0
0,1324,3.0
0,1360,4.0
0,1361,2.5
0,1366,2.5
0,1369,3.0
0,1401,2.0
0,1405,4.0
0,1418,3.0
0,1419,4.0
0,1435,3.0
0,1454,4.0
0,1468,4.0
0,1478,4.0
0,1487,4.0
0,1507,4.0
0,1524,4.0
0,1535,4.0
0,1548,4.0
0,1575,4.0
0,1577,4.0
0,1603,3.0
0,1610,4.0
0,1612,4.0
0,1613,4.0
0,1625,3.0
0,1626,2.5
0,1627,2.0
0,1661,2.0
0,1662,3.0
0,1670,3.5
0,1676,3.0
0,1686,3.5
0,1692,4.0
0,1743,4.0
0,1744,3.0
0,1750,3.0
0,1763,4.0
0,1775,3.5
0,1785,3.0
0,1797,4.0
0,1808,3.0
0,1810,4.0
0,1822,4.0
0,1823,4.0
0,1825,3.5
0,1851,4.0
0,1865,4.0
0,1934,3.0
0,1940,3.0
0,1975,3.0
0,1988,3.0
0,2012,3.5
0,2020,4.0
0,2045,3.0
0,2046,4.0
0,2097,3.0
0,2109,3.5
0,2132,2.0
0,2145,3.5
0,2165,4.0
0,2200,3.0
0,2231,3.0
0,2244,2.5
0,2263,3.0
0,2286,4.0
0,2304,3.0
0,2322,2.0
0,2341,3.5
0,2362,4.0
0,2390,2.5
0,2399,3.0
0,2423,4.0
0,2488,3.0
0,2491,3.0
0,2500,3.5
0,2501,4.0
0,2544,3.5
0,2563,4.0
0,2566,4.0
0,2567,3.0
0,2613,3.0
0,2620,2.0
0,2646,3.0
0,2705,3.0
0,2735,2.0
0,2756,4.0
0,2884,3.5
0,2917,3.0
0,2936,3.0
0,2937,4.0
0,2949,3.5
0,2965,3.0
0,3002,4.0
0,3011,3.0
0,3026,2.0
0,3044,4.0
0,3052,4.0
0,3064,3.0
0,3069,3.5
0,3073,3.0
0,3081,3.0
0,3087,4.0
0,3114,4.0
0,3145,3.0
0,3160,4.0
0,3164,4.0
0,3165,4.0
0,3180,2.0
0,3202,3.0
0,3254,3.0
0,3306,3.0
0,3311,1.0
0,3344,2.5
0,3352,3.0
0,3375,4.0
0,3396,4.0
0,3412,3.0
0,3424,3.5
0,3432,4.0
0,3495,2.5
0,3514,4.0
0,3591,3.0
0,3637,2.0
0,3646,4.0
0,3653,3.0
0,3674,3.0
0,3700,3.0
0,3805,4.0
0,3826,3.5
0,3841,2.5
0,3845,4.0
0,3876,4.0
0,3881,3.0
0,3886,2.0
0,3903,3.0
0,3912,3.0
0,3935,4.0
0,3939,3.0
0,4003,3.0
0,4005,4.0
0,4027,3.0
0,4063,2.0
0,4088,3.0
0,4091,3.0
0,4126,3.5
0,4131,4.0
0,4132,3.5
0,4141,3.0
0,4163,3.0
0,4178,4.0
0,4204,4.0
0,4244,2.5
0,4248,3.0
0,4270,3.0
0,4279,3.5
0,4281,3.0
0,4282,2.0
0,4304,3.0
0,4340,3.0
0,4376,4.0
0,4402,3.0
0,4404,2.0
0,4488,4.0
0,4512,4.0
0,4520,3.0
0,4538,4.0
0,4550,2.0
0,4577,1.0
0,4603,3.5
0,4616,2.5
0,4627,3.5
0,4642,3.0
0,4652,3.5
0,4660,3.5
0,4664,4.0
0,4736,3.0
0,4805,4.0
0,4867,4.0
0,4916,4.0
0,4936,4.0
1,31,5.0
1,36,4.5
1,66,4.0
1,72,3.0
1,103,4.5
1,130,4.0
1,136,4.5
1,158,4.0
1,171,2.5
1,173,2.0
1,180,4.5
1,189,3.5
1,190,4.0
1,196,5.0
1,258,5.0
1,275,4.0
1,283,4.0
1,297,5.0
1,346,5.0
1,371,3.5
1,413,5.0
1,428,4.0
1,448,3.0
1,458,3.5
1,496,2.5
1,526,4.5
1,556,3.5
1,563,5.0
1,572,2.5
1,594,3.5
1,604,5.0
1,625,3.5
1,628,4.0
1,629,3.5
1,675,2.0
1,709,2.0
1,718,5.0
1,734,4.0
1,761,3.5
1,791,3.0
1,807,4.0
1,824,3.5
1,840,1.5
1,852,3.0
1,854,3.5
1,862,2.0
1,874,3.5
1,886,2.0
1,888,5.0
1,906,3.5
1,930,4.0
1,934,4.0
1,943,5.0
1,951,3.0
1,1008,4.5
1,1022,4.5
1,1034,2.0
1,1053,1.5
1,1070,3.0
1,1071,2.5
1,1072,3.5
1,1094,4.0
1,1174,3.0
1,1184,4.0
1,1206,2.0
1,1256,4.0
1,1263,2.5
1,1268,5.0
1,1287,4.0
1,1293,4.0
1,1298,2.0
1,1314,2.5
1,1315,3.5
1,1320,4.0
1,1344,4.0
1,1356,3.0
1,1360,4.0
1,1374,4.5
1,1402,3.0
1,1417,2.0
1,1435,5.0
1,1454,4.0
1,1482,2.0
1,1483,2.0
1,1493,2.0
1,1496,2.5
1,1498,2.0
1,1503,2.0
1,1511,1.5
1,1520,2.5
1,1543,3.0
1,1558,3.0
1,1560,5.0
1,1565,2.0
1,1575,3.0
1,1598,4.0
1,1627,1.0
1,1661,1.5
1,1689,3.5
1,1702,4.0
1,1716,4.0
1,1729,5.0
1,1740,3.0
1,1744,3.0
1,1760,4.0
1,1788,2.5
1,1792,5.0
1,1794,4.5
1,1795,4.5
1,1867,3.0
1,1884,5.0
1,1900,4.5
1,1916,4.0
1,1932,3.5
1,1973,5.0
1,1982,3.5
1,2000,2.5
1,2008,1.5
1,2027,4.5
1,2034,2.0
1,2082,4.0
1,2091,1.5
1,2093,3.0
1,2096,5.0
1,2098,4.0
1,2157,2.5
1,2179,3.5
1,2211,2.0
1,2228,2.5
1,2243,2.0
1,2263,2.0
1,2283,4.0
1,2287,3.5
1,2328,3.5
1,2340,4.0
1,2366,3.0
1,2368,5.0
1,2392,2.0
1,2415,1.5
1,2438,3.5
1,2461,2.5
1,2469,4.0
1,2502,2.5
1,2529,5.0
1,2548,2.0
1,2593,3.5
1,2597,3.0
1,2610,3.5
1,2631,3.5
1,2632,2.0
1,2662,2.0
1,2674,4.5
1,2690,2.0
1,2703,3.0
1,2733,3.0
1,2766,2.5
1,2770,3.5
1,2796,3.5
1,2808,4.0
1,2849,3.5
1,2850,2.0
1,2889,3.0
1,2893,3.0
1,2910,4.0
1,2971,3.5
1,2980,4.0
1,3023,2.5
1,3036,4.5
1,3066,2.5
1,3098,4.0
1,3104,5.0
1,3107,1.5
1,3129,4.5
1,3130,3.0
1,3157,3.5
1,3164,5.0
1,3167,2.0
1,3190,2.5
1,3191,2.5
1,3209,4.0
1,3217,2.5
1,3240,4.0
1,3266,3.0
1,3289,4.0
1,3358,5.0
1,3373,4.0
1,3424,4.0
1,3447,3.0
1,3610,4.0
1,3658,3.0
1,3822,3.5
1,3830,2.0
1,3849,2.0
1,3885,3.5
1,3906,3.5
1,3956,4.0
1,3963,3.0
1,3969,4.5
1,4020,3.5
1,4031,3.5
1,4035,4.0
1,4048,4.0
1,4180,3.5
1,4220,4.0
1,4233,4.5
1,4237,4.0
1,4239,2.0
1,4245,2.5
1,4260,4.5
1,4289,2.5
1,4331,2.0
1,4339,3.5
1,4370,5.0
1,4400,4.0
1,4415,2.0
1,4516,1.5
1,4529,2.5
1,4536,3.5
1,4564,4.0
1,4579,4.0
1,4614,3.0
1,4632,2.5
1,4653,3.5
1,4701,4.5
1,4720,4.5
1,4739,4.0
1,4746,3.5
1,4767,4.0
1,4774,3.0
1,4806,4.0
1,4838,3.5
2,3,4.0
2,6,3.0
2,12,3.0
2,19,3.0
2,68,2.0
2,100,4.0
2,105,5.0
2,107,3.0
2,123,3.0
2,181,4.0
2,211,3.0
2,245,4.0
2,263,2.0
2,273,3.0
2,282,3.0
2,291,4.0
2,360,3.0
2,366,3.0
2,388,3.0
2,398,2.0
2,468,4.0
2,479,3.0
2,481,1.0
2,496,2.0
2,537,2.0
2,544,3.0
2,552,2.0
2,588,2.0
2,622,3.0
2,625,2.0
2,638,1.0
2,640,2.0
2,644,2.0
2,646,2.0
2,661,3.0
2,700,2.0
2,715,2.0
2,723,4.0
2,763,2.0
2,836,3.0
2,868,2.0
2,873,3.0
2,879,2.0
2,894,3.0
2,924,3.0
2,935,3.0
2,955,3.0
2,956,2.0
2,1030,2.0
2,1059,3.0
2,1063,2.0
2,1078,2.0
2,1083,4.0
2,1142,3.0
2,1151,2.0
2,1155,3.0
2,1209,4.0
2,1216,4.0
2,1217,2.0
2,1244,3.0
2,1246,2.0
2,1272,2.0
2,1298,3.0
2,1344,4.0
2,1358,4.0
2,1379,4.0
2,1429,2.0
2,1455,3.0
2,1459,3.0
2,1469,4.0
2,1489,3.0
2,1508,2.0
2,1516,2.0
2,1522,2.0
2,1528,2.0
2,1572,2.0
2,1588,4.0
2,1596,2.0
2,1607,2.0
2,1647,2.0
2,1681,1.0
2,1682,2.0
2,1743,3.0
2,1790,3.0
2,1807,2.0
2,1813,2.0
2,1986,2.0
2,2028,2.0
2,2034,3.0
2,2041,1.0
2,2068,2.0
2,2086,2.0
2,2121,3.0
2,2154,2.0
2,2161,2.0
2,2194,2.0
2,2216,2.0
2,2238,3.0
2,2263,3.0
2,2291,2.0
2,2332,3.0
2,2343,2.0
2,2348,2.0
2,2349,3.0
2,2369,1.0
2,2375,2.0
2,2436,1.0
2,2440,2.0
2,2443,2.0
2,2447,2.0
2,2455,3.0
2,2460,3.0
2,2485,2.0
2,2489,1.0
2,2528,3.0
2,2531,2.0
2,2547,2.0
2,2559,2.0
2,2560,2.0
2,2586,3.0
2,2607,2.0
2,2641,3.0
2,2656,2.0
2,2675,2.0
2,2677,2.0
2,2692,3.0
2,2716,3.0
2,2721,2.0
2,2723,2.0
2,2741,2.0
2,2823,3.0
2,2840,2.0
2,2857,2.0
2,2903,2.0
2,2928,2.0
2,2966,2.0
2,2982,3.0
2,2994,2.0
2,3009,2.0
2,3068,2.0
2,3081,3.0
2,3095,2.0
2,3098,3.0
2,3105,2.0
2,3116,2.0
2,3130,2.0
2,3136,4.0
2,3248,2.0
2,3249,2.0
2,3275,2.0
2,3327,2.0
2,3356,2.0
2,3401,3.0
2,3460,1.0
2,3464,2.0
2,3481,3.0
2,3523,2.0
2,3550,3.0
2,3582,3.0
2,3609,3.0
2,3634,2.0
2,3679,3.0
2,3684,3.0
2,3690,4.0
2,3695,2.0
2,3706,2.0
2,3718,3.0
2,3752,3.0
2,3828,2.0
2,3846,2.0
2,3858,2.0
2,3867,3.0
2,3931,2.0
2,3938,2.0
2,3980,2.0
2,4019,3.0
2,4051,2.0
2,4076,2.0
2,4114,3.0
2,4119,2.0
2,4148,3.0
2,4159,2.0
2,4163,3.0
2,4186,2.0
2,4298,2.0
2,4384,3.0
2,4390,2.0
2,4475,2.0
2,4568,2.0
2,4570,2.0
2,4575,2.0
2,4576,2.0
2,4590,3.0
2,4633,2.0
2,4646,3.0
2,4830,2.0
2,4868,3.0
2,4875,3.0
2,4900,3.0
2,4932,2.0
2,4951,2.0
2,4967,4.0
3,32,4.0
3,43,4.0
3,47,5.0
3,49,5.0
3,58,5.0
3,76,5.0
3,112,5.0
3,115,4.0
3,125,4.5
3,133,5.0
3,149,5.0
3,155,4.0
3,160,5.0
3,167,4.0
3,176,4.5
3,177,4.0
3,180,4.0
3,193,4.0
3,212,5.0
3,274,5.0
3,286,5.0
3,305,5.0
3,308,5.0
3,339,5.0
3,344,4.0
3,388,3.0
3,412,4.0
3,419,5.0
3,422,5.0
3,447,5.0
3,449,4.0
3,468,4.0
3,471,5.0
3,474,5.0
3,504,5.0
3,514,3.0
3,523,4.0
3,564,4.0
3,578,3.0
3,580,4.0
3,605,4.0
3,628,5.0
3,631,4.0
3,648,4.0
3,693,5.0
3,724,4.0
3,775,4.0
3,805,4.0
3,828,4.5
3,978,3.5
3,986,4.0
3,994,5.0
3,1003,4.0
3,1038,3.0
3,1046,5.0
3,1054,5.0
3,1055,4.0
3,1081,3.0
3,1108,4.0
3,1124,3.0
3,1143,4.0
3,1178,4.0
3,1185,4.0
3,1204,5.0
3,1270,3.5
3,1296,4.0
3,1332,3.5
3,1342,4.0
3,1403,4.0
3,1416,4.5
3,1454,5.0
3,1484,3.5
3,1499,4.0
3,1511,3.0
3,1531,5.0
3,1547,3.0
3,1591,4.0
3,1603,4.0
3,1637,3.0
3,1653,5.0
3,1679,3.0
3,1711,5.0
3,1721,3.5
3,1737,3.5
3,1773,3.0
3,1778,4.0
3,1799,3.0
3,1804,4.0
3,1821,4.0
3,1839,5.0
3,1898,4.0
3,1942,3.0
3,1955,4.0
3,1993,4.0
3,2019,4.5
3,2029,5.0
3,2049,4.0
3,2059,4.5
3,2060,2.5
3,2068,4.0
3,2082,5.0
3,2089,4.5
3,2112,3.0
3,2132,3.0
3,2137,4.0
3,2140,3.0
3,2263,4.0
3,2300,4.0
3,2340,3.0
3,2379,3.5
3,2395,4.0
3,2399,3.0
3,2448,4.0
3,2504,4.0
3,2520,3.5
3,2526,4.0
3,2549,4.0
3,2586,4.0
3,2591,4.0
3,2609,4.5
3,2636,4.0
3,2641,5.0
3,2676,4.0
3,2816,4.0
3,2819,4.0
3,2856,3.5
3,2859,2.5
3,2865,4.0
3,2883,4.0
3,2934,5.0
3,2938,3.0
3,2973,3.0
3,3027,3.0
3,3114,4.0
3,3171,4.0
3,3201,4.0
3,3254,4.0
3,3391,4.0
3,3396,4.0
3,3403,4.0
3,3408,4.0
3,3444,4.0
3,3519,3.0
3,3597,4.0
3,3598,5.0
3,3602,4.0
3,3612,4.0
3,3649,4.0
3,3677,3.0
3,3680,4.0
3,3727,4.5
3,3729,4.0
3,3735,4.5
3,3740,2.5
3,3742,4.0
3,3765,4.0
3,3782,4.0
3,3804,4.0
3,3918,4.0
3,3933,4.0
3,3973,3.0
3,3975,4.0
3,3978,3.0
3,4030,2.5
3,4142,4.0
3,4178,4.0
3,4209,3.0
3,4246,4.0
3,4279,4.5
3,4296,3.0
3,4314,4.0
3,4452,4.0
3,4565,3.5
3,4581,4.0
3,4620,4.0
3,4738,4.0
3,4750,3.0
3,4769,2.0
3,4894,4.0
3,4908,5.0
4,4,5.0
4,15,5.0
4,81,5.0
4,98,5.0
4,142,5.0
4,179,2.0
4,196,5.0
4,233,5.0
4,260,3.0
4,314,5.0
4,320,5.0
4,343,4.0
4,371,4.0
4,379,4.0
4,397,3.0
4,402,4.0
4,404,5.0
4,413,4.0
4,416,5.0
4,422,4.0
4,447,5.0
4,448,3.0
4,500,4.0
4,527,5.0
4,528,5.0
4,548,5.0
4,550,5.0
4,585,5.0
4,634,5.0
4,665,4.0
4,673,3.0
4,703,2.0
4,709,2.0
4,731,1.0
4,740,4.0
4,744,2.5
4,752,5.0
4,849,4.0
4,859,5.0
4,895,3.0
4,916,5.0
4,923,2.0
4,928,5.0
4,943,4.0
4,964,5.0
4,973,4.0
4,988,5.0
4,1002,3.0
4,1015,3.0
4,1043,5.0
4,1047,4.0
4,1056,5.0
4,1075,2.5
4,1095,2.0
4,1096,4.0
4,1121,4.5
4,1129,3.0
4,1140,5.0
4,1145,5.0
4,1146,4.0
4,1172,4.0
4,1186,5.0
4,1240,5.0
4,1272,3.0
4,1287,3.5
4,1311,4.0
4,1364,5.0
4,1457,5.0
4,1477,4.0
4,1533,4.0
4,1534,2.0
4,1546,5.0
4,1593,5.0
4,1597,1.0
4,1601,3.0
4,1603,3.0
4,1618,2.5
4,1633,5.0
4,1717,5.0
4,1758,3.0
4,1760,4.0
4,1852,1.0
4,1898,3.0
4,1916,4.0
4,1990,3.5
4,1999,1.5
4,2015,3.5
4,2062,5.0
4,2068,4.0
4,2081,3.5
4,2105,2.0
4,2106,3.5
4,2143,2.5
4,2184,2.0
4,2193,3.0
4,2212,5.0
4,2269,4.0
4,2345,5.0
4,2353,2.5
4,2361,2.0
