user_id,items_id,score
0,12,4.0
0,38,4.0
0,50,4.0
0,60,3.0
0,94,4.0
0,98,4.0
0,109,4.0
0,140,3.0
0,167,4.0
0,225,4.0
0,266,4.0
0,323,3.0
0,329,4.0
0,349,2.0
0,375,3.5
0,463,4.0
0,483,4.0
0,551,3.0
0,555,4.0
0,581,3.0
0,583,4.0
0,589,3.5
0,603,3.0
0,665,3.5
0,710,3.0
0,729,3.0
0,730,4.0
0,769,4.0
0,779,3.0
0,790,3.5
0,807,3.0
0,836,4.0
0,921,5.0
0,944,4.0
0,961,3.0
0,965,4.0
0,966,4.0
0,989,4.0
0,1049,4.0
0,1070,4.0
0,1091,4.0
0,1142,4.0
0,1169,4.5
0,1173,3.0
0,1189,3.5
0,1217,4.0
0,1248,4.0
0,1296,3.0
0,1314,4.0
0,1360,4.0
0,1361,2.5
0,1363,4.0
0,1364,4.0
0,1401,2.0
0,1407,3.0
0,1416,4.0
0,1418,3.0
0,1419,4.0
0,1422,3.0
0,1435,3.0
0,1444,3.0
0,1478,4.0
0,1487,4.0
0,1488,3.5
0,1507,4.0
0,1524,4.0
0,1535,4.0
0,1550,4.0
0,1575,4.0
0,1577,4.0
0,1603,3.0
0,1612,4.0
0,1626,2.5
0,1627,2.0
0,1648,4.0
0,1662,3.0
0,1670,3.5
0,1676,3.0
0,1692,4.0
0,1704,3.0
0,1729,4.0
0,1763,4.0
0,1767,3.0
0,1808,3.0
0,1810,4.0
0,1825,3.5
0,1851,4.0
0,1865,4.0
0,1923,4.0
0,1934,3.0
0,1988,3.0
0,2004,4.0
0,2012,3.5
0,2020,4.0
0,2028,2.5
0,2072,3.0
0,2078,3.0
0,2097,3.0
0,2145,3.5
0,2165,4.0
0,2200,3.0
0,2263,3.0
0,2304,3.0
0,2312,4.0
0,2330,4.0
0,2362,4.0
0,2390,2.5
0,2394,3.0
0,2399,3.0
0,2410,3.0
0,2491,3.0
0,2500,3.5
0,2501,4.0
0,2566,4.0
0,2567,3.0
0,2582,2.5
0,2613,3.0
0,2615,3.0
0,2620,2.0
0,2627,3.0
0,2629,4.0
0,2630,2.0
0,2645,3.5
0,2687,4.0
0,2735,2.0
0,2815,3.0
0,2917,3.0
0,2920,4.0
0,2937,4.0
0,2949,3.5
0,2965,3.0
0,3011,3.0
0,3016,4.0
0,3036,4.0
0,3052,4.0
0,3064,3.0
0,3069,3.5
0,3073,3.0
0,3081,3.0
0,3145,3.0
0,3160,4.0
0,3164,4.0
0,3171,4.0
0,3180,2.0
0,3254,3.0
0,3344,2.5
0,3352,3.0
0,3375,4.0
0,3396,4.0
0,3412,3.0
0,3432,4.0
0,3495,2.5
0,3509,3.0
0,3514,4.0
0,3618,3.0
0,3646,4.0
0,3674,3.0
0,3778,4.0
0,3805,4.0
0,3826,3.5
0,3841,2.5
0,3851,2.5
0,3867,2.0
0,3876,4.0
0,3881,3.0
0,3912,3.0
0,3926,3.0
0,3937,3.0
0,3939,3.0
0,3998,2.0
0,4005,4.0
0,4027,3.0
0,4047,3.0
0,4082,4.0
0,4088,3.0
0,4091,3.0
0,4131,4.0
0,4178,4.0
0,4195,3.0
0,4199,3.5
0,4244,2.5
0,4259,3.0
0,4279,3.5
0,4340,3.0
0,4351,4.0
0,4371,3.0
0,4404,2.0
0,4441,3.0
0,4488,4.0
0,4512,4.0
0,4520,3.0
0,4538,4.0
0,4550,2.0
0,4566,3.5
0,4571,2.0
0,4577,1.0
0,4603,3.5
0,4642,3.0
0,4652,3.5
0,4805,4.0
0,4856,4.0
0,4867,4.0
0,4879,3.0
0,4889,3.0
0,4893,3.0
1,31,5.0
1,36,4.5
1,66,4.0
1,77,4.0
1,91,4.0
1,96,3.5
1,103,4.5
1,116,4.0
1,158,4.0
1,193,3.0
1,196,5.0
1,228,5.0
1,283,4.0
1,297,5.0
1,299,4.0
1,413,5.0
1,428,4.0
1,448,3.0
1,458,3.5
1,496,2.5
1,519,4.0
1,526,4.5
1,556,3.5
1,563,5.0
1,574,5.0
1,594,3.5
1,604,5.0
1,628,4.0
1,629,3.5
1,675,2.0
1,709,2.0
1,718,5.0
1,721,4.5
1,761,3.5
1,766,3.5
1,791,3.0
1,807,4.0
1,812,4.0
1,840,1.5
1,852,3.0
1,854,3.5
1,862,2.0
1,888,5.0
1,899,5.0
1,906,3.5
1,939,2.5
1,950,3.5
1,951,3.0
1,977,2.5
1,1008,4.5
1,1034,2.0
1,1053,1.5
1,1070,3.0
1,1071,2.5
1,1094,4.0
1,1184,4.0
1,1263,2.5
1,1268,5.0
1,1287,4.0
1,1293,4.0
1,1314,2.5
1,1315,3.5
1,1347,3.0
1,1351,3.5
1,1374,4.5
1,1380,3.5
1,1402,3.0
1,1435,5.0
1,1454,4.0
1,1483,2.0
1,1498,2.0
1,1503,2.0
1,1507,4.5
1,1511,1.5
1,1520,2.5
1,1558,3.0
1,1565,2.0
1,1627,1.0
1,1689,3.5
1,1702,4.0
1,1716,4.0
1,1723,1.0
1,1729,5.0
1,1740,3.0
1,1779,2.0
1,1788,2.5
1,1794,4.5
1,1795,4.5
1,1867,3.0
1,1884,5.0
1,1900,4.5
1,1907,4.0
1,1954,4.5
1,1973,5.0
1,2027,4.5
1,2034,2.0
1,2051,4.5
1,2063,3.0
1,2076,2.0
1,2082,4.0
1,2093,3.0
1,2096,5.0
1,2113,4.0
1,2117,1.5
1,2179,3.5
1,2212,3.0
1,2217,3.0
1,2224,4.0
1,2243,2.0
1,2255,2.5
1,2283,4.0
1,2287,3.5
1,2328,3.5
1,2368,5.0
1,2392,2.0
1,2415,1.5
1,2438,3.5
1,2439,4.0
1,2469,4.0
1,2501,5.0
1,2502,2.5
1,2529,5.0
1,2593,3.5
1,2597,3.0
1,2610,3.5
1,2631,3.5
1,2662,2.0
1,2670,4.0
1,2674,4.5
1,2690,2.0
1,2703,3.0
1,2770,3.5
1,2778,3.5
1,2808,4.0
1,2889,3.0
1,2893,3.0
1,2910,4.0
1,2971,3.5
1,2980,4.0
1,2985,2.5
1,3018,2.0
1,3023,2.5
1,3036,4.5
1,3066,2.5
1,3098,4.0
1,3104,5.0
1,3118,4.0
1,3130,3.0
1,3164,5.0
1,3167,2.0
1,3170,2.5
1,3190,2.5
1,3191,2.5
1,3209,4.0
1,3217,2.5
1,3240,4.0
1,3242,1.5
1,3245,3.5
1,3256,2.0
1,3266,3.0
1,3284,5.0
1,3289,4.0
1,3358,5.0
1,3424,4.0
1,3447,3.0
1,3548,1.5
1,3592,1.5
1,3610,4.0
1,3751,2.5
1,3798,4.0
1,3879,2.5
1,3906,3.5
1,3963,3.0
1,3966,2.5
1,3969,4.5
1,4035,4.0
1,4048,4.0
1,4180,3.5
1,4200,4.0
1,4220,4.0
1,4237,4.0
1,4239,2.0
1,4260,4.5
1,4289,2.5
1,4339,3.5
1,4400,4.0
1,4415,2.0
1,4453,4.0
1,4516,1.5
1,4529,2.5
1,4579,4.0
1,4614,3.0
1,4619,4.0
1,4632,2.5
1,4701,4.5
