user_id,items_id,score
A100WO06OQR8BQ,B003ES5ZUU,5.0
A100WO06OQR8BQ,B002SZEOLG,5.0
A100WO06OQR8BQ,B008H9BXMK,3.0
A100WO06OQR8BQ,B00E5UHRIO,4.0
A100WO06OQR8BQ,B00A3YDT5Q,2.0
A100WO06OQR8BQ,B005OOKNP4,5.0
A100WO06OQR8BQ,B007KZQM9G,5.0
A100WO06OQR8BQ,B00K91DB7Y,1.0
A100WO06OQR8BQ,B001342KM8,5.0
A10ZBR6O8S8OCY,B002SZEOLG,5.0
A10ZBR6O8S8OCY,B005EM6IAA,5.0
A10ZBR6O8S8OCY,B001CHHVCU,4.0
A10ZBR6O8S8OCY,B002TLTE6O,5.0
A10ZBR6O8S8OCY,B000OTF6G0,5.0
A11I1I9QLMAM1A,B0097CZHAU,4.0
A11I1I9QLMAM1A,B003ES5ZUU,5.0
A11I1I9QLMAM1A,B0097CXWUW,4.0
A11I1I9QLMAM1A,B00A7PPLP2,5.0
A11I1I9QLMAM1A,B00G4FCKB2,5.0
A11I1I9QLMAM1A,B002TLTE6Y,5.0
A11I1I9QLMAM1A,B00DQZPCTA,5.0
A11I1I9QLMAM1A,B00JP12170,3.0
A11I1I9QLMAM1A,B00CD1FB26,4.0
A11I1I9QLMAM1A,B005FYNSPK,4.0
A11I1I9QLMAM1A,B005KFONIU,5.0
A11I1I9QLMAM1A,B0090Z3QG6,5.0
A11I1I9QLMAM1A,B00DQKQ7U8,5.0
A11I1I9QLMAM1A,B00BPHH8MA,4.0
A11OTLEDSW8ZXD,B009NHWVIA,5.0
A11OTLEDSW8ZXD,B0097CZHAU,5.0
A11OTLEDSW8ZXD,B0063705PE,5.0
A11OTLEDSW8ZXD,B008D1JRIO,5.0
A11OTLEDSW8ZXD,B00CDS9HTM,4.0
A11OTLEDSW8ZXD,B00GBATPFO,5.0
A12DQZKRKTNF5E,B00D4MFPLA,4.0
A12DQZKRKTNF5E,B001E1Y5O6,4.0
A12DQZKRKTNF5E,B009SYZ8OC,5.0
A12DQZKRKTNF5E,B0088PPFP4,4.0
A12DQZKRKTNF5E,B00AYQ433U,4.0
A12DQZKRKTNF5E,B003VAGXWK,4.0
A12DQZKRKTNF5E,B00F0DD0I6,2.0
A12DQZKRKTNF5E,B004N6259G,5.0
A12DQZKRKTNF5E,B001FWYXD2,4.0
A12DQZKRKTNF5E,B001PIBE8I,5.0
A12DQZKRKTNF5E,B003LR7ME6,5.0
A12DQZKRKTNF5E,B00931DHKM,4.0
A12DQZKRKTNF5E,B009YT6PPC,4.0
A132ETQPMHQ585,B0015EWMX8,5.0
A13MKSASQ6YWL7,B00829TIA4,4.0
A13MKSASQ6YWL7,B0035JJJQY,4.0
A13WOT3RSXKRD5,B004CLYEFK,5.0
A13WOT3RSXKRD5,B00829TIEK,5.0
A13WOT3RSXKRD5,B0041Q38NU,5.0
A13WOT3RSXKRD5,B00BEHQKPC,4.0
A13WOT3RSXKRD5,B008EQYRRY,5.0
A14DNCG5WHM86Z,B0023B14TK,4.0
A15T9G38F589KM,B004CLYEDC,3.0
A15T9G38F589KM,B000Z80ICM,5.0
A15T9G38F589KM,B006EKIQYM,5.0
A15T9G38F589KM,B0018O9JIG,4.0
A15T9G38F589KM,B00A0JUNWQ,4.0
A15T9G38F589KM,B00A0JUNYY,5.0
A16YU3GRGCD95S,B008X9Z528,3.0
A16YU3GRGCD95S,B006WVR9GY,4.0
A16YU3GRGCD95S,B00DQZO0R0,5.0
A17V9XL4CWTQ6G,B00EOI2TD0,5.0
A17V9XL4CWTQ6G,B0081FLFQE,5.0
A17V9XL4CWTQ6G,B005EJH6Z4,5.0
